epoch,learning_rate,loss,loss_distill,loss_gt,mae,psnr_metric,ssim_metric,val_loss,val_loss_distill,val_loss_gt
0,0.0010000000474974513,0.003834452712908387,0.0036309175193309784,0.0039216820150613785,0.11227664351463318,17.627334594726562,0.6636927723884583,0.014314836822450161,0.014194600284099579,0.01436636596918106
1,0.0010000000474974513,0.0022932884749025106,0.0021046502515673637,0.002374133327975869,0.038133956491947174,25.785398483276367,0.8338487148284912,0.002151007764041424,0.0020272396504878998,0.0022040512412786484
2,0.0010000000474974513,0.0016222612466663122,0.0014718107413500547,0.001686739968135953,0.03632732480764389,26.006620407104492,0.8508712649345398,0.0016686420422047377,0.0015499343862757087,0.0017195167019963264
3,0.0010000000474974513,0.0012889218050986528,0.0011515568476170301,0.0013477925676852465,0.034654632210731506,26.474361419677734,0.8709573745727539,0.001828043139539659,0.0016790053341537714,0.0018919165013357997
4,0.0010000000474974513,0.001042415271513164,0.0009283425752073526,0.0010913036530837417,0.03619220852851868,26.184467315673828,0.8807843923568726,0.0024176498409360647,0.0022118582855910063,0.002505846321582794
5,0.0010000000474974513,0.0010259203845635056,0.0009240321815013885,0.0010695867240428925,0.037920817732810974,25.52928352355957,0.8606023788452148,0.0024880808778107166,0.0023271129466593266,0.0025570672005414963
6,0.0010000000474974513,0.0008945115841925144,0.0007869608234614134,0.0009406047174707055,0.03466244786977768,26.473697662353516,0.8832524418830872,0.001960365567356348,0.001764951040968299,0.002044114749878645
7,0.0010000000474974513,0.0008465154096484184,0.0007385900244116783,0.0008927691960707307,0.0352645106613636,26.309371948242188,0.8796517252922058,0.0018153991550207138,0.0016011723782867193,0.001907210680656135
8,0.0010000000474974513,0.0008152899099513888,0.0006982297054491937,0.0008654585108160973,0.03186078742146492,27.125516891479492,0.8901571035385132,0.0015260354848578572,0.0013123027747496963,0.0016176351346075535
9,0.0010000000474974513,0.0007459950866177678,0.0006292186444625258,0.0007960421498864889,0.029267240315675735,27.82537269592285,0.9008775353431702,0.001292860135436058,0.001099257729947567,0.0013758325949311256
10,0.0010000000474974513,0.0007264302694238722,0.0006070634117349982,0.000777587469201535,0.027829458937048912,28.28629493713379,0.908924400806427,0.0011715998407453299,0.00098867854103446,0.0012499947333708405
11,0.0010000000474974513,0.0007058753981254995,0.0005903061828576028,0.0007554050534963608,0.02744542993605137,28.488130569458008,0.9123606085777283,0.0011582232546061277,0.0009763315320014954,0.0012361768167465925
12,0.0010000000474974513,0.0006699057412333786,0.000559548381716013,0.0007172017358243465,0.026888754218816757,28.6800537109375,0.9140682816505432,0.0010491946013644338,0.0008825662080198526,0.001120606786571443
13,0.0010000000474974513,0.0006591758574359119,0.0005513997166417539,0.0007053655572235584,0.027312735095620155,28.58428955078125,0.9133724570274353,0.001022061100229621,0.0008596419356763363,0.0010916693136096
14,0.0010000000474974513,0.0006531660910695791,0.0005498236860148609,0.0006974557181820273,0.026137640699744225,28.857295989990234,0.9166038632392883,0.0009565186919644475,0.0007969223661348224,0.0010249171173200011
15,0.0010000000474974513,0.0006469281506724656,0.0005438742227852345,0.0006910941447131336,0.026214085519313812,28.876483917236328,0.9187218546867371,0.0009829363552853465,0.000820805667899549,0.0010524209355935454
16,0.0010000000474974513,0.0006172495777718723,0.0005045135039836168,0.0006655650213360786,0.026843644678592682,28.567657470703125,0.9145993590354919,0.0009651186992414296,0.0008041606633923948,0.0010341007728129625
17,0.0010000000474974513,0.0006028312491253018,0.0004938358906656504,0.0006495435372926295,0.02654121443629265,28.67061996459961,0.9185342192649841,0.0010007257806137204,0.0008274323772639036,0.0010749943321570754
18,0.0010000000474974513,0.0005585954058915377,0.00044854736188426614,0.0006057589198462665,0.027172496542334557,28.52665901184082,0.9199959635734558,0.0010202154517173767,0.000837550382129848,0.0010985005646944046
19,0.0007000000332482159,0.0005293747526593506,0.00041064340621232986,0.0005802595987915993,0.022475114092230797,29.866355895996094,0.9250660538673401,0.0006263862596824765,0.0004544505791272968,0.0007000730256550014
20,0.0007000000332482159,0.00048193332622759044,0.00036588736111298203,0.0005316673195920885,0.022178104147315025,29.981840133666992,0.9271717667579651,0.0006065533962100744,0.0004376762663014233,0.0006789293838664889
21,0.0007000000332482159,0.00046829800703562796,0.00035681010922417045,0.00051607855129987,0.021786723285913467,30.104646682739258,0.9284313321113586,0.0005852234899066389,0.0004181702097412199,0.0006568177486769855
22,0.0007000000332482159,0.0004979145596735179,0.00038963122642599046,0.0005443217232823372,0.021403204649686813,30.253826141357422,0.929563045501709,0.0005712811835110188,0.00041006546234712005,0.0006403736188076437
23,0.0007000000332482159,0.0005115966196171939,0.00040658641955815256,0.0005566009785979986,0.021463543176651,30.187530517578125,0.9290896058082581,0.0005719547625631094,0.0004085889086127281,0.0006419686833396554
24,0.0007000000332482159,0.0005130743375048041,0.0004128021828364581,0.0005560481222346425,0.021822316572070122,30.164793014526367,0.9315191507339478,0.0006046157795935869,0.0004519605718087405,0.0006700394442304969
25,0.0007000000332482159,0.0005015723872929811,0.00040019670268520713,0.0005450191674754024,0.020658807829022408,30.48749542236328,0.9322869181632996,0.0005539717967621982,0.00039563741302117705,0.0006218294147402048
26,0.0004900000058114529,0.0004904750967398286,0.00037897549918852746,0.0005382606759667397,0.030707599595189095,26.98956871032715,0.885948121547699,0.0022202676627784967,0.0020425249822437763,0.002296443097293377
27,0.0004900000058114529,0.00042544645839370787,0.0003145734954159707,0.00047296343836933374,0.01910259574651718,31.081037521362305,0.9364109039306641,0.0004889834090135992,0.000331157905748114,0.000556622922886163
28,0.0004900000058114529,0.00041054689791053534,0.0003001475415658206,0.0004578608786687255,0.018585022538900375,31.333539962768555,0.9386061429977417,0.00047824945067986846,0.0003247518034186214,0.0005440341774374247
29,0.0004900000058114529,0.000405114667955786,0.00029631832148879766,0.0004517416818998754,0.01843114010989666,31.38112449645996,0.939007043838501,0.00047640714910812676,0.0003235995245631784,0.0005418960936367512
30,0.0004900000058114529,0.0004037489416077733,0.00029718567384406924,0.0004494189051911235,0.01781090348958969,31.583723068237305,0.9399000406265259,0.0004474921734072268,0.0003000713768415153,0.0005106725147925317
31,0.0004900000058114529,0.000400217977585271,0.00029360223561525345,0.00044591043842956424,0.0179276242852211,31.5367374420166,0.9397125840187073,0.0004527615965344012,0.00030140153830870986,0.0005176301929168403
32,0.0004900000058114529,0.0003983696224167943,0.00029113638447597623,0.0004443267243914306,0.017804615199565887,31.5755558013916,0.9401248693466187,0.0004469077684916556,0.00029808920226059854,0.0005106871831230819
33,0.0004900000058114529,0.00039370209560729563,0.00028661981923505664,0.00043959449976682663,0.017394065856933594,31.720388412475586,0.941443920135498,0.0004189413448330015,0.000278317864285782,0.00047920853830873966
34,0.0003429999924264848,0.0003964146308135241,0.00028434471460059285,0.0004444445949047804,0.01762537471950054,31.6175479888916,0.9417415857315063,0.00046735137584619224,0.00030594627605751157,0.0005365250399336219
35,0.0003429999924264848,0.0003912351094186306,0.0002809803991112858,0.00043848712812177837,0.017639832571148872,31.596120834350586,0.9411447644233704,0.0004678728000726551,0.00030607718508690596,0.00053721375297755
36,0.0003429999924264848,0.000390465633245185,0.0002788531710393727,0.0004382995539344847,0.017114931717514992,31.77123260498047,0.9420279264450073,0.00043413255480118096,0.00027887901524081826,0.0005006698193028569
37,0.0003429999924264848,0.0003993823193013668,0.00028021601610817015,0.0004504535754676908,0.01724899373948574,31.84259605407715,0.9429108500480652,0.0004324587935116142,0.00027781911194324493,0.0004987329593859613
38,0.0003429999924264848,0.0003888225764967501,0.0002746466198004782,0.00043775513768196106,0.016418825834989548,32.02732467651367,0.9429205060005188,0.0003917681460734457,0.00024866758030839264,0.0004530969890765846
39,0.0003429999924264848,0.00038303417386487126,0.00027213909197598696,0.0004305606125853956,0.016494419425725937,31.987380981445312,0.9429609775543213,0.0003985039365943521,0.0002532750950194895,0.00046074489364400506
40,0.00024009999469853938,0.00040042371256276965,0.00028012547409161925,0.00045198010047897696,0.016513925045728683,31.8846378326416,0.9412361979484558,0.00041137708467431366,0.00025227857986465096,0.000479562149848789
41,0.00024009999469853938,0.00039320203359238803,0.0002749866689555347,0.00044386577792465687,0.01643158122897148,31.92979621887207,0.9416401982307434,0.0004093957832083106,0.0002500917762517929,0.000477668916573748
42,0.00024009999469853938,0.0003859209828078747,0.00026940731913782656,0.0004358554142527282,0.016323771327733994,31.958839416503906,0.9417399764060974,0.00040486507350578904,0.000247279298491776,0.00047240182175301015
43,0.00024009999469853938,0.0003788959002122283,0.00026403539231978357,0.0004281218571122736,0.01632419414818287,31.963937759399414,0.9419436454772949,0.00040530096157453954,0.0002481028204783797,0.0004726715851575136
44,0.00024009999469853938,0.0003740886750165373,0.00026060588425025344,0.0004227241443004459,0.01634102687239647,31.940601348876953,0.9417548179626465,0.00040472985710948706,0.0002476434747222811,0.00047205257578752935
45,0.00024009999469853938,0.00036742823431268334,0.00025625061243772507,0.0004150758031755686,0.016421737149357796,31.914562225341797,0.9417533874511719,0.0004068930575158447,0.0002508142788428813,0.0004737839917652309
46,0.00016806999337859452,0.0003944328345824033,0.00027822639094665647,0.0004442356002982706,0.01615237072110176,31.921693801879883,0.9401402473449707,0.00040640492807142437,0.0002516754320822656,0.0004727175401058048
47,0.00016806999337859452,0.00038860528729856014,0.000273282581474632,0.0004380293539725244,0.015984078869223595,31.96355628967285,0.9402546882629395,0.0004017690662294626,0.000248310505412519,0.00046753697097301483
48,0.00016806999337859452,0.0003819522971753031,0.0002678747405298054,0.00043084268691018224,0.01590707153081894,32.005706787109375,0.9406845569610596,0.0003989415126852691,0.00024614398716948926,0.0004644261789508164
49,0.00016806999337859452,0.0003738364321179688,0.00026124250143766403,0.0004220909613650292,0.015845738351345062,32.0208854675293,0.9408406019210815,0.0003976738662458956,0.00024496152764186263,0.00046312197810038924
50,0.00016806999337859452,0.0003680999216157943,0.000256761210039258,0.00041581649566069245,0.01576811634004116,32.04118347167969,0.9408619999885559,0.0003949174424633384,0.0002421608369331807,0.0004603845882229507
